-0.39513664957954914,1.8561815225324745,-0.25523193267039723,-0.0735416613492647,-0.23707923034190118,-0.12347647112857442,1.0338208202547048,-1.3378178359708683,2.414
-0.9423591469347639,1.0616007367561409,-0.45870257434508765,0.04425392871991308,-0.19380962677913224,-0.10049920162528048,1.0338208202547048,-1.3428091431408828,2.267
-0.0944695752343217,1.8561815225324745,-0.18528315780534899,-0.2246870886720126,0.11084370442811828,-0.08650141812972063,1.0338208202547048,-1.3378178359708683,2.611
-0.35139464349045885,1.8561815225324745,0.019648332203345185,-0.03602697199409447,-0.45519335442361386,-0.07769971749617115,1.038502685950199,-1.3428091431408828,2.815
-0.31591677092241194,1.8561815225324745,-0.2653557555646469,-0.15225170670835203,0.06934020713321748,-0.09836594568187057,1.038502685950199,-1.3428091431408828,2.418
-0.41882365648699876,1.8561815225324745,-0.04298516714615038,-0.1769460796675289,-0.28917936524401067,-0.06975884916437777,1.038502685950199,-1.3428091431408828,2.135
-0.6301117581014498,1.8561815225324745,-0.5775805815362782,0.0021650161837759793,-0.9541183750963574,-0.10474847893517435,1.0338208202547048,-1.3428091431408828,1.913
-1.028527214284753,1.8561815225324745,-0.47131898220505597,-0.183578486509872,-0.1885113079755279,-0.10743675682408675,1.038502685950199,-1.3428091431408828,1.592
-0.9188826911998249,1.6972653653772076,-0.479596284699903,-0.05213227506565465,-0.6432836719515685,-0.04145118612734842,1.038502685950199,-1.3428091431408828,1.4
-0.5767370358699966,1.8561815225324745,0.20636779942121725,-0.10199798406119451,-0.5585105710938988,-0.0649815035246246,1.038502685950199,-1.3478004503108902,1.525
-0.9214093052699528,1.8561815225324745,-0.5562374673738996,-0.27364131803733643,-0.6865532755143374,-0.08974190540949738,1.038502685950199,-1.3478004503108902,1.555
-0.9893646961977695,1.6972653653772076,-0.03448683126091502,-0.022697424241983642,-0.3845491037088891,-0.06815910205475886,1.0338208202547048,-1.3428091431408828,1.587
-0.6671161266701989,1.8561815225324745,0.014734492839610838,-0.02751382808900904,-0.649465043889107,-0.05407040003622433,1.0338208202547048,-1.3478004503108902,1.629
-1.3227198400752775,0.9026845796008742,-0.36574856631245767,0.024812409390376263,-0.8976029745245777,-0.058425913939169474,1.038502685950199,-1.3478004503108902,1.475
-1.1354872099201703,1.0616007367561409,-0.3843226190260093,-0.19823387384657756,-0.43841534487886674,-0.05126267576274377,1.038502685950199,-1.3478004503108902,1.598
-1.1294338637104884,1.8561815225324745,-0.13449887105128813,0.07411702849468414,-0.3624727753605376,-0.09120379587788435,1.0338208202547048,-1.3478004503108902,1.139
-0.8896160782208427,1.8561815225324745,-0.09504560588514352,-0.12608599140808552,-0.5055273830578553,-0.04294708760716446,1.0338208202547048,-1.3478004503108902,0.997
-0.6688531738434118,1.8561815225324745,-0.06420787939119312,-0.1289938940039412,-0.37042025356594416,-0.06612577157912003,1.0338208202547048,-1.3478004503108902,1.326
-0.7721285239598924,0.9821426581785077,-0.37718622655684253,-0.13306981901102677,-0.9788438628465111,-0.039167872783463314,1.038502685950199,-1.352791757480905,1.075
-0.742703997601527,1.6178072867995743,-0.2833202089241091,-0.15985386626243675,-0.7227584540056339,-0.05111848001961738,1.038502685950199,-1.352791757480905,0.938
-1.085744495414526,1.8561815225324745,-0.26196995287251257,-0.0764334179725305,-0.28564715270827445,-0.028388432049051164,1.038502685950199,-1.352791757480905,1.055
-1.1729126808339403,1.6972653653772076,-0.41522288038298205,-0.11923631733814813,-0.2600386118241867,-0.06542921927722892,1.0338208202547048,-1.352791757480905,1.089
-1.1491730361333632,1.8561815225324745,-0.2933471011165669,-0.13592987945830026,-0.9099657183996545,-0.05028675357613251,1.0338208202547048,-1.352791757480905,1.32
-1.0228949704200927,1.6178072867995743,-0.14559425699178216,0.1811872672454723,-0.4966968517185147,-0.07583301537994687,1.0338208202547048,-1.352791757480905,1.223
-1.0049454829635587,1.8561815225324745,-0.22105438581956893,-0.012602257060483558,-0.2273656458686265,-0.04064483865371689,1.0338208202547048,-1.352791757480905,1.152
-1.0915872904516968,1.538349208221941,0.1246158382545519,0.2621239423499278,-0.352759190887263,-0.000767258548987231,1.0338208202547048,-1.3478004503108902,1.104
-1.313666139657319,1.6178072867995743,-0.16111009190537745,0.03331267620034436,-0.5929496433173271,-0.07499297111609157,1.0291389545592071,-1.3478004503108902,1.049
-0.6002661293980631,1.7767234439548412,-0.18470651075554104,-0.05439894734980039,-0.14789086381456115,-0.06967593986625002,1.0291389545592071,-1.3478004503108902,1.097
-1.2551855514924823,1.6178072867995743,-0.33415084408340817,-0.06012527733079952,-0.7554314199611941,-0.087770266081893,1.0291389545592071,-1.3478004503108902,0.972
-1.459893928965975,1.538349208221941,-0.25120641633864566,0.12324359816369529,-0.3871982631106913,-0.04155845588175911,1.0291389545592071,-1.3478004503108902,1.045
-1.2950849986832529,1.8561815225324745,-0.6788776228996898,-0.2720687567485057,-0.4631408326290204,-0.08039085227697798,1.0291389545592071,-1.352791757480905,1.039
-0.205640594319952,1.8561815225324745,-0.271498566904203,-0.06059088911323506,-0.650348097023041,-0.08096457296419293,1.0291389545592071,-1.3428091431408828,1.914
-0.6742222287424339,1.8561815225324745,-0.7819960973500957,-0.14639457764080868,-0.042807540876408076,-0.10516350191603235,1.0291389545592071,-1.3428091431408828,1.76
-0.9332001709305501,1.8561815225324745,-0.4906040142495589,-0.07578751468072817,-0.42340344160198773,-0.06506177505424288,1.0291389545592071,-1.3428091431408828,1.554
-1.3609348778859633,1.7767234439548412,-0.6749746115242417,0.3214202042897196,-0.8022332360596992,-0.09574131351928451,1.0291389545592071,-1.3428091431408828,1.5
-1.4978984156041497,1.6178072867995743,-0.669538066464067,-0.05885654681252235,-0.8508011584260725,-0.06029490631882979,1.0338208202547048,-1.3428091431408828,1.188
0.04928423779733404,1.8561815225324745,-0.2550489377832096,-0.16136997268929842,-0.8463858927564022,-0.0685618287254152,1.0338208202547048,-1.3428091431408828,1.888
-0.45172227719179,1.8561815225324745,-0.19692668864667803,-0.06669486823365815,-0.6759566379071288,-0.07802782126349563,1.0291389545592071,-1.3428091431408828,1.844
-0.6284273487213644,1.8561815225324745,-0.44214678905039806,0.005911149760290788,-0.6247395561389533,-0.11468295573351323,1.0291389545592071,-1.3428091431408828,1.823
-0.9709941063962142,1.6972653653772076,-0.6985702375394177,-0.07905607216930007,-0.7148109758002273,-0.10055456249703049,1.0291389545592071,-1.3428091431408828,1.425
-1.1242753599839772,1.1410588153337744,-0.5855684318218523,0.2880916039594151,-0.7660280575684029,-0.08329851649367609,1.024457088863713,-1.3478004503108902,1.375
-1.5370609336911332,0.9026845796008742,-0.6179991039812831,0.25759656270870024,-0.8852402306495009,-0.041104704820601835,1.024457088863713,-1.3428091431408828,1.875
-1.1031149671466556,0.9026845796008742,-1.1080736886269666,-0.0661200290296577,-0.6406345125497663,-0.10418253850673166,1.024457088863713,-1.3478004503108902,1.125
-1.552220618111901,-0.6070189133741593,-1.3674950841144549,-0.13173381817195845,-0.6097276528620743,-0.13408434991088972,1.024457088863713,-1.3478004503108902,1.719
-1.2455001975569917,1.1410588153337744,-0.3392404000423921,0.050048537675248285,-0.32185233119957085,-0.044654782846911524,1.024457088863713,-1.3478004503108902,0.938
